Ticker,Year,Month,Month_Name,IndexName,Monthly_TSR,MonthlyVolatility,MonthlyVolatiltyRolling,MonthlySharpe,MonthlySharpe_Rolling,FirstClose,LastClose,Trading_Days,CompleteMonth,LastUpdated
^IXIC,2022,4,April,NASDAQ Composite,-0.1351,0.0941,0.0629,-1.44,-2.15,14261.5,12334.6396,20,yes,2026-02-28 15:47:31.534259
^IXIC,2022,5,May,NASDAQ Composite,-0.0363,0.1249,0.0714,-0.29,-0.51,12536.0195,12081.3896,21,yes,2026-02-28 15:47:31.544927
^IXIC,2022,6,June,NASDAQ Composite,-0.0805,0.1103,0.0772,-0.73,-1.04,11994.46,11028.7402,21,yes,2026-02-28 15:47:31.558105
^IXIC,2022,7,July,NASDAQ Composite,0.1135,0.0776,0.078,1.46,1.45,11127.8496,12390.6904,20,yes,2026-02-28 15:47:31.568215
^IXIC,2022,8,August,NASDAQ Composite,-0.0447,0.0772,0.0861,-0.58,-0.52,12368.9805,11816.2002,23,yes,2026-02-28 15:47:31.578072
^IXIC,2022,9,September,NASDAQ Composite,-0.1026,0.0831,0.0846,-1.23,-1.21,11785.1299,10575.6201,21,yes,2026-02-28 15:47:31.590731
^IXIC,2022,10,October,NASDAQ Composite,0.016,0.0961,0.0881,0.17,0.18,10815.4297,10988.1504,21,yes,2026-02-28 15:47:31.602611
^IXIC,2022,11,November,NASDAQ Composite,0.053,0.1109,0.0923,0.48,0.57,10890.8496,11468.0,21,yes,2026-02-28 15:47:31.614238
^IXIC,2022,12,December,NASDAQ Composite,-0.0885,0.0666,0.0922,-1.33,-0.96,11482.4502,10466.4805,21,yes,2026-02-28 15:47:31.626296
^IXIC,2023,1,January,NASDAQ Composite,0.1153,0.06,0.0888,1.92,1.3,10386.9805,11584.5498,20,yes,2026-02-28 15:47:31.638677
^IXIC,2023,2,February,NASDAQ Composite,-0.0305,0.0655,0.0852,-0.47,-0.36,11816.3203,11455.54,19,yes,2026-02-28 15:47:31.651204
^IXIC,2023,3,March,NASDAQ Composite,0.074,0.0628,0.091,1.18,0.81,11379.4805,12221.9102,23,yes,2026-02-28 15:47:31.664294
^IXIC,2023,4,April,NASDAQ Composite,0.003,0.0452,0.0802,0.07,0.04,12189.4502,12226.5801,19,yes,2026-02-28 15:47:31.676106
^IXIC,2023,5,May,NASDAQ Composite,0.0592,0.0487,0.0789,1.22,0.75,12212.5996,12935.29,22,yes,2026-02-28 15:47:31.688225
^IXIC,2023,6,June,NASDAQ Composite,0.0524,0.0437,0.0717,1.2,0.73,13100.9805,13787.9199,21,yes,2026-02-28 15:47:31.700419
^IXIC,2023,7,July,NASDAQ Composite,0.0383,0.0397,0.0674,0.96,0.57,13816.7695,14346.0195,20,yes,2026-02-28 15:47:31.712450
^IXIC,2023,8,August,NASDAQ Composite,-0.0174,0.0535,0.0703,-0.33,-0.25,14283.9102,14034.9697,23,yes,2026-02-28 15:47:31.724432
^IXIC,2023,9,September,NASDAQ Composite,-0.0579,0.0405,0.0625,-1.43,-0.93,14031.8096,13219.3203,20,yes,2026-02-28 15:47:31.736506
^IXIC,2023,10,October,NASDAQ Composite,-0.0343,0.0568,0.0614,-0.6,-0.56,13307.7695,12851.2402,22,yes,2026-02-28 15:47:31.749323
^IXIC,2023,11,November,NASDAQ Composite,0.0892,0.0408,0.053,2.19,1.68,13061.4697,14226.2197,21,yes,2026-02-28 15:47:31.762230
^IXIC,2023,12,December,NASDAQ Composite,0.0494,0.0331,0.0489,1.49,1.01,14305.0303,15011.3496,20,yes,2026-02-28 15:47:31.773843
^IXIC,2024,1,January,NASDAQ Composite,0.027,0.0461,0.0488,0.59,0.55,14765.9404,15164.0098,21,yes,2026-02-28 15:47:31.788898
^IXIC,2024,2,February,NASDAQ Composite,0.0475,0.0485,0.0458,0.98,1.04,15361.6396,16091.9199,20,yes,2026-02-28 15:47:31.801113
^IXIC,2024,3,March,NASDAQ Composite,0.0064,0.039,0.0441,0.16,0.15,16274.9404,16379.46,20,yes,2026-02-28 15:47:31.813021
^IXIC,2024,4,April,NASDAQ Composite,-0.0451,0.0587,0.0474,-0.77,-0.95,16396.8301,15657.8203,22,yes,2026-02-28 15:47:31.824647
^IXIC,2024,5,May,NASDAQ Composite,0.0724,0.0361,0.0464,2.01,1.56,15605.4805,16735.0195,22,yes,2026-02-28 15:47:31.836362
^IXIC,2024,6,June,NASDAQ Composite,0.0537,0.0349,0.0428,1.54,1.26,16828.6699,17732.5996,19,yes,2026-02-28 15:47:31.848790
^IXIC,2024,7,July,NASDAQ Composite,-0.0157,0.0689,0.0486,-0.23,-0.32,17879.3008,17599.4004,22,yes,2026-02-28 15:47:31.862004
^IXIC,2024,8,August,NASDAQ Composite,0.0302,0.0741,0.0512,0.41,0.59,17194.1504,17713.6191,22,yes,2026-02-28 15:47:31.875018
^IXIC,2024,9,September,NASDAQ Composite,0.0614,0.048,0.05,1.28,1.23,17136.3008,18189.1699,20,yes,2026-02-28 15:47:31.887209
^IXIC,2024,10,October,NASDAQ Composite,0.0103,0.0467,0.0527,0.22,0.2,17910.3594,18095.1504,23,yes,2026-02-28 15:47:31.899906
^IXIC,2024,11,November,NASDAQ Composite,0.0536,0.0473,0.0495,1.13,1.08,18239.9199,19218.1699,20,yes,2026-02-28 15:47:31.912669
^IXIC,2024,12,December,NASDAQ Composite,-0.0048,0.0568,0.052,-0.08,-0.09,19403.9492,19310.7891,21,yes,2026-02-28 15:47:31.924489
^IXIC,2025,1,January,NASDAQ Composite,0.018,0.0634,0.0521,0.28,0.34,19280.7891,19627.4395,20,yes,2026-02-28 15:47:31.937291
^IXIC,2025,2,February,NASDAQ Composite,-0.0281,0.0538,0.0513,-0.52,-0.55,19391.9609,18847.2793,19,yes,2026-02-28 15:47:31.952211
^IXIC,2025,3,March,NASDAQ Composite,-0.0573,0.0805,0.0578,-0.71,-0.99,18350.1895,17299.2891,21,yes,2026-02-28 15:47:31.963866
^IXIC,2025,4,April,NASDAQ Composite,-0.0002,0.1774,0.0742,-0.0,-0.0,17449.8906,17446.3398,21,yes,2026-02-28 15:47:31.975874
^IXIC,2025,5,May,NASDAQ Composite,0.0792,0.0612,0.0754,1.29,1.05,17710.7402,19113.7695,21,yes,2026-02-28 15:47:31.988728
^IXIC,2025,6,June,NASDAQ Composite,0.0586,0.0358,0.0736,1.64,0.8,19242.6094,20369.7305,20,yes,2026-02-28 15:47:32.000652
^IXIC,2025,7,July,NASDAQ Composite,0.0455,0.0223,0.0753,2.04,0.6,20202.8906,21122.4492,22,yes,2026-02-28 15:47:32.012668
^IXIC,2025,8,August,NASDAQ Composite,0.039,0.0425,0.0713,0.92,0.55,20650.1309,21455.5508,21,yes,2026-02-28 15:47:32.024612
^IXIC,2025,9,September,NASDAQ Composite,0.0649,0.0251,0.0697,2.58,0.93,21279.6309,22660.0098,21,yes,2026-02-28 15:47:32.036781
^IXIC,2025,10,October,NASDAQ Composite,0.0426,0.0599,0.0741,0.71,0.57,22755.1602,23724.9609,23,yes,2026-02-28 15:47:32.052068
^IXIC,2025,11,November,NASDAQ Composite,-0.0197,0.0628,0.0678,-0.31,-0.29,23834.7207,23365.6895,19,yes,2026-02-28 15:47:32.068368
^IXIC,2025,12,December,NASDAQ Composite,-0.0015,0.037,0.0719,-0.04,-0.02,23275.9199,23241.9902,22,yes,2026-02-28 15:47:32.079754
^IXIC,2026,1,January,NASDAQ Composite,0.0097,0.0385,0.0672,0.25,0.14,23235.6309,23461.8203,20,yes,2026-02-28 15:47:32.093094
^IXIC,2026,2,February,NASDAQ Composite,-0.0392,0.0516,0.0654,-0.76,-0.6,23592.1094,22668.2109,19,False,2026-02-28 15:47:32.104931
